ts_name,type,dt,n,freq_multiple
D287,D,0.001,178,5.617977528089888
D288,D,0.001,178,5.617977528089888
D289,D,0.001,178,5.617977528089888
D290,D,0.001,675,1.4814814814814814
D291,D,0.001,675,1.4814814814814814
D292,D,0.001,675,1.4814814814814814
D293,D,0.001,675,1.4814814814814814
D294,D,0.001,296,3.3783783783783785
D295,D,0.001,682,1.4662756598240467
D296,D,0.001,682,1.4662756598240467
D297,D,0.001,682,1.4662756598240467
D298,D,0.001,682,1.4662756598240467
D299,D,0.001,680,1.4705882352941175
D300,D,0.001,680,1.4705882352941175
D301,D,0.001,680,1.4705882352941175
D302,D,0.001,224,4.464285714285714
D303,D,0.001,683,1.4641288433382136
D304,D,0.001,683,1.4641288433382136
D305,D,0.001,683,1.4641288433382136
D306,D,0.001,683,1.4641288433382136
D307,D,0.001,683,1.4641288433382136
D308,D,0.001,683,1.4641288433382136
D309,D,0.001,683,1.4641288433382136
D310,D,0.001,681,1.4684287812041115
D311,D,0.001,681,1.4684287812041115
D312,D,0.001,681,1.4684287812041115
D313,D,0.001,681,1.4684287812041115
D314,D,0.001,681,1.4684287812041115
D315,D,0.001,681,1.4684287812041115
D316,D,0.001,681,1.4684287812041115
D317,D,0.001,681,1.4684287812041115
D318,D,0.001,682,1.4662756598240467
D319,D,0.001,682,1.4662756598240467
D320,D,0.001,682,1.4662756598240467
D321,D,0.001,682,1.4662756598240467
D322,D,0.001,663,1.5082956259426847
D323,D,0.001,663,1.5082956259426847
D324,D,0.001,663,1.5082956259426847
D325,D,0.001,663,1.5082956259426847
D326,D,0.001,679,1.4727540500736376
D327,D,0.001,679,1.4727540500736376
D328,D,0.001,679,1.4727540500736376
D329,D,0.001,676,1.4792899408284024
D330,D,0.001,676,1.4792899408284024
D331,D,0.001,676,1.4792899408284024
D332,D,0.001,180,5.555555555555555
D333,D,0.001,180,5.555555555555555
D334,D,0.001,180,5.555555555555555
D335,D,0.001,180,5.555555555555555
D336,D,0.001,117,8.547008547008547
D337,D,0.001,117,8.547008547008547
D338,D,0.001,117,8.547008547008547
D339,D,0.001,117,8.547008547008547
D340,D,0.001,676,1.4792899408284024
D341,D,0.001,676,1.4792899408284024
D342,D,0.001,676,1.4792899408284024
D343,D,0.001,676,1.4792899408284024
D344,D,0.001,648,1.5432098765432098
D345,D,0.001,648,1.5432098765432098
D346,D,0.001,648,1.5432098765432098
D347,D,0.001,620,1.6129032258064517
D348,D,0.001,620,1.6129032258064517
D349,D,0.001,620,1.6129032258064517
D350,D,0.001,620,1.6129032258064517
D351,D,0.001,1587,0.630119722747322
D352,D,0.001,587,1.7035775127768313
D353,D,0.001,587,1.7035775127768313
D354,D,0.001,587,1.7035775127768313
D355,D,0.001,635,1.574803149606299
D356,D,0.001,635,1.574803149606299
D357,D,0.001,635,1.574803149606299
D358,D,0.001,635,1.574803149606299
D359,D,0.001,671,1.4903129657228018
D360,D,0.001,671,1.4903129657228018
D361,D,0.001,671,1.4903129657228018
D362,D,0.001,671,1.4903129657228018
D363,D,0.001,586,1.7064846416382253
D364,D,0.001,586,1.7064846416382253
D365,D,0.001,586,1.7064846416382253
D366,D,0.001,678,1.4749262536873156
D367,D,0.001,678,1.4749262536873156
D368,D,0.001,678,1.4749262536873156
D369,D,0.001,678,1.4749262536873156
D370,D,0.001,273,3.663003663003663
D371,D,0.001,626,1.597444089456869
D372,D,0.001,626,1.597444089456869
D373,D,0.001,626,1.597444089456869
D374,D,0.001,626,1.597444089456869
D375,D,0.001,677,1.4771048744460855
D376,D,0.001,677,1.4771048744460855
D377,D,0.001,677,1.4771048744460855
D378,D,0.001,677,1.4771048744460855
D379,D,0.001,628,1.5923566878980893
D380,D,0.001,1912,0.5230125523012552
D381,D,0.001,678,1.4749262536873156
D382,D,0.001,678,1.4749262536873156
D383,D,0.001,678,1.4749262536873156
D384,D,0.001,676,1.4792899408284024
D385,D,0.001,676,1.4792899408284024
D386,D,0.001,676,1.4792899408284024
D387,D,0.001,676,1.4792899408284024
D388,D,0.001,565,1.7699115044247786
D389,D,0.001,174,5.747126436781609
D390,D,0.001,105,9.523809523809524
D391,D,0.001,113,8.849557522123893
D392,D,0.001,113,8.849557522123893
D393,D,0.001,147,6.802721088435375
D394,D,0.001,147,6.802721088435375
D395,D,0.001,147,6.802721088435375
D396,D,0.001,664,1.506024096385542
D397,D,0.001,664,1.506024096385542
D398,D,0.001,664,1.506024096385542
D399,D,0.001,664,1.506024096385542
D400,D,0.001,653,1.5313935681470137
D401,D,0.001,653,1.5313935681470137
D402,D,0.001,653,1.5313935681470137
D403,D,0.001,288,3.472222222222222
D404,D,0.001,210,4.761904761904762
D405,D,0.001,210,4.761904761904762
D406,D,0.001,210,4.761904761904762
D407,D,0.001,210,4.761904761904762
D408,D,0.001,362,2.7624309392265194
D409,D,0.001,676,1.4792899408284024
D410,D,0.001,676,1.4792899408284024
D411,D,0.001,676,1.4792899408284024
D412,D,0.001,615,1.6260162601626016
D413,D,0.001,615,1.6260162601626016
D414,D,0.001,615,1.6260162601626016
D415,D,0.001,214,4.672897196261682
D416,D,0.001,681,1.4684287812041115
D417,D,0.001,681,1.4684287812041115
D418,D,0.001,681,1.4684287812041115
D419,D,0.001,113,8.849557522123893
D420,D,0.001,114,8.771929824561402
D421,D,0.001,834,1.1990407673860912
D422,D,0.001,108,9.25925925925926
D423,D,0.001,225,4.444444444444445
D424,D,0.001,492,2.032520325203252
D425,D,0.001,174,5.747126436781609
D426,D,0.001,107,9.345794392523365
D427,D,0.001,110,9.090909090909092
D428,D,0.001,490,2.0408163265306123
D429,D,0.001,175,5.7142857142857135
D430,D,0.001,112,8.928571428571429
D431,D,0.001,495,2.0202020202020203
D432,D,0.001,178,5.617977528089888
D433,D,0.001,115,8.695652173913043
D434,D,0.001,494,2.0242914979757085
D435,D,0.001,176,5.6818181818181825
D436,D,0.001,112,8.928571428571429
D437,D,0.001,114,8.771929824561402
D438,D,0.001,176,5.6818181818181825
D439,D,0.001,176,5.6818181818181825
D440,D,0.001,111,9.00900900900901
D441,D,0.001,113,8.849557522123893
D442,D,0.001,118,8.47457627118644
D443,D,0.001,115,8.695652173913043
D444,D,0.001,116,8.620689655172413
D445,D,0.001,114,8.771929824561402
D446,D,0.001,356,2.808988764044944
D447,D,0.001,4555,0.21953896816684962
D448,D,0.001,4555,0.21953896816684962
D449,D,0.001,4457,0.22436616558223021
D450,D,0.001,4440,0.2252252252252252
D451,D,0.001,4440,0.2252252252252252
D452,D,0.001,4440,0.2252252252252252
D453,D,0.001,4440,0.2252252252252252
D454,D,0.001,4440,0.2252252252252252
D455,D,0.001,994,1.0060362173038229
D456,D,0.001,3032,0.32981530343007914
D457,D,0.001,4412,0.22665457842248413
D458,D,0.001,4196,0.23832221163012393
D459,D,0.001,4196,0.23832221163012393
D460,D,0.001,4196,0.23832221163012393
D461,D,0.001,4195,0.23837902264600713
D462,D,0.001,4196,0.23832221163012393
D463,D,0.001,4196,0.23832221163012393
D464,D,0.001,4196,0.23832221163012393
D465,D,0.001,4196,0.23832221163012393
D466,D,0.001,4196,0.23832221163012393
D467,D,0.001,4196,0.23832221163012393
D468,D,0.001,4196,0.23832221163012393
D469,D,0.001,4196,0.23832221163012393
D470,D,0.001,4196,0.23832221163012393
D471,D,0.001,4196,0.23832221163012393
D472,D,0.001,4196,0.23832221163012393
D473,D,0.001,4196,0.23832221163012393
D474,D,0.001,4195,0.23837902264600713
D475,D,0.001,4196,0.23832221163012393
D476,D,0.001,4196,0.23832221163012393
D477,D,0.001,4196,0.23832221163012393
D478,D,0.001,4196,0.23832221163012393
D479,D,0.001,4196,0.23832221163012393
D480,D,0.001,4196,0.23832221163012393
D481,D,0.001,4196,0.23832221163012393
D482,D,0.001,4196,0.23832221163012393
D483,D,0.001,4196,0.23832221163012393
D484,D,0.001,4196,0.23832221163012393
D485,D,0.001,4196,0.23832221163012393
D486,D,0.001,4196,0.23832221163012393
D487,D,0.001,4196,0.23832221163012393
D488,D,0.001,4196,0.23832221163012393
D489,D,0.001,4196,0.23832221163012393
D490,D,0.001,4195,0.23837902264600713
D491,D,0.001,4196,0.23832221163012393
D492,D,0.001,4196,0.23832221163012393
D493,D,0.001,4196,0.23832221163012393
D494,D,0.001,4196,0.23832221163012393
D495,D,0.001,4196,0.23832221163012393
D496,D,0.001,4196,0.23832221163012393
D497,D,0.001,4196,0.23832221163012393
D498,D,0.001,4196,0.23832221163012393
D499,D,0.001,4196,0.23832221163012393
D500,D,0.001,4196,0.23832221163012393
D501,D,0.001,4196,0.23832221163012393
D502,D,0.001,4196,0.23832221163012393
D503,D,0.001,4196,0.23832221163012393
D504,D,0.001,4195,0.23837902264600713
D505,D,0.001,4196,0.23832221163012393
D506,D,0.001,4196,0.23832221163012393
D507,D,0.001,4196,0.23832221163012393
D508,D,0.001,4196,0.23832221163012393
D509,D,0.001,4196,0.23832221163012393
D510,D,0.001,1747,0.5724098454493417
D511,D,0.001,1736,0.5760368663594471
D512,D,0.001,4196,0.23832221163012393
D513,D,0.001,3193,0.31318509238960224
D514,D,0.001,3193,0.31318509238960224
D515,D,0.001,3193,0.31318509238960224
D516,D,0.001,3193,0.31318509238960224
D517,D,0.001,3193,0.31318509238960224
D518,D,0.001,3193,0.31318509238960224
D519,D,0.001,3193,0.31318509238960224
D520,D,0.001,3193,0.31318509238960224
D521,D,0.001,3193,0.31318509238960224
D522,D,0.001,4196,0.23832221163012393
D523,D,0.001,2059,0.4856726566294317
D524,D,0.001,2059,0.4856726566294317
D525,D,0.001,2059,0.4856726566294317
D526,D,0.001,2059,0.4856726566294317
D527,D,0.001,2059,0.4856726566294317
D528,D,0.001,2059,0.4856726566294317
D529,D,0.001,2059,0.4856726566294317
D530,D,0.001,2059,0.4856726566294317
D531,D,0.001,2059,0.4856726566294317
D532,D,0.001,2059,0.4856726566294317
D533,D,0.001,2059,0.4856726566294317
D534,D,0.001,2059,0.4856726566294317
D535,D,0.001,2059,0.4856726566294317
D536,D,0.001,2059,0.4856726566294317
D537,D,0.001,2059,0.4856726566294317
D538,D,0.001,2059,0.4856726566294317
D539,D,0.001,2059,0.4856726566294317
D540,D,0.001,2059,0.4856726566294317
D541,D,0.001,2059,0.4856726566294317
D542,D,0.001,2059,0.4856726566294317
D543,D,0.001,2059,0.4856726566294317
D544,D,0.001,4196,0.23832221163012393
D545,D,0.001,3193,0.31318509238960224
D546,D,0.001,4196,0.23832221163012393
D547,D,0.001,4196,0.23832221163012393
D548,D,0.001,4196,0.23832221163012393
D549,D,0.001,4196,0.23832221163012393
D550,D,0.001,4196,0.23832221163012393
D551,D,0.001,4196,0.23832221163012393
D552,D,0.001,4196,0.23832221163012393
D553,D,0.001,4196,0.23832221163012393
D554,D,0.001,4196,0.23832221163012393
D555,D,0.001,1331,0.7513148009015778
D556,D,0.001,1330,0.7518796992481203
D557,D,0.001,2938,0.34036759700476515
D558,D,0.001,2940,0.3401360544217687
D559,D,0.001,2940,0.3401360544217687
D560,D,0.001,2940,0.3401360544217687
D561,D,0.001,2938,0.34036759700476515
D562,D,0.001,2940,0.3401360544217687
D563,D,0.001,2940,0.3401360544217687
D564,D,0.001,2940,0.3401360544217687
D565,D,0.001,2940,0.3401360544217687
D566,D,0.001,2940,0.3401360544217687
D567,D,0.001,2940,0.3401360544217687
D568,D,0.001,2940,0.3401360544217687
D569,D,0.001,2940,0.3401360544217687
D570,D,0.001,2940,0.3401360544217687
D571,D,0.001,2940,0.3401360544217687
D572,D,0.001,1186,0.8431703204047218
D573,D,0.001,1101,0.9082652134423251
D574,D,0.001,1101,0.9082652134423251
D575,D,0.001,1101,0.9082652134423251
D576,D,0.001,1101,0.9082652134423251
D577,D,0.001,1101,0.9082652134423251
D578,D,0.001,1101,0.9082652134423251
D579,D,0.001,1186,0.8431703204047218
D580,D,0.001,1101,0.9082652134423251
D581,D,0.001,1101,0.9082652134423251
D582,D,0.001,1101,0.9082652134423251
D583,D,0.001,1101,0.9082652134423251
D584,D,0.001,1101,0.9082652134423251
D585,D,0.001,4740,0.21097046413502107
D586,D,0.001,1430,0.6993006993006994
D587,D,0.001,1430,0.6993006993006994
D588,D,0.001,4740,0.21097046413502107
D589,D,0.001,2565,0.38986354775828463
D590,D,0.001,2563,0.39016777214202103
D591,D,0.001,1430,0.6993006993006994
D592,D,0.001,1430,0.6993006993006994
D593,D,0.001,2565,0.38986354775828463
D594,D,0.001,1430,0.6993006993006994
D595,D,0.001,1430,0.6993006993006994
D596,D,0.001,2563,0.39016777214202103
D597,D,0.001,1430,0.6993006993006994
D598,D,0.001,1430,0.6993006993006994
D599,D,0.001,1430,0.6993006993006994
D600,D,0.001,1430,0.6993006993006994
D601,D,0.001,1430,0.6993006993006994
D602,D,0.001,1430,0.6993006993006994
D603,D,0.001,1430,0.6993006993006994
D604,D,0.001,1430,0.6993006993006994
D605,D,0.001,1430,0.6993006993006994
D606,D,0.001,1430,0.6993006993006994
D607,D,0.001,1430,0.6993006993006994
D608,D,0.001,1430,0.6993006993006994
D609,D,0.001,1430,0.6993006993006994
D610,D,0.001,1430,0.6993006993006994
D611,D,0.001,1430,0.6993006993006994
D612,D,0.001,2565,0.38986354775828463
D613,D,0.001,2563,0.39016777214202103
D614,D,0.001,2565,0.38986354775828463
D615,D,0.001,2565,0.38986354775828463
D616,D,0.001,2565,0.38986354775828463
D617,D,0.001,2565,0.38986354775828463
D618,D,0.001,2565,0.38986354775828463
D619,D,0.001,2565,0.38986354775828463
D620,D,0.001,2565,0.38986354775828463
D621,D,0.001,2565,0.38986354775828463
D622,D,0.001,2565,0.38986354775828463
D623,D,0.001,2565,0.38986354775828463
D624,D,0.001,2565,0.38986354775828463
D625,D,0.001,2565,0.38986354775828463
D626,D,0.001,2565,0.38986354775828463
D627,D,0.001,2565,0.38986354775828463
D628,D,0.001,2438,0.4101722723543888
D629,D,0.001,2438,0.4101722723543888
D630,D,0.001,1187,0.8424599831508003
D631,D,0.001,2440,0.4098360655737705
D632,D,0.001,2440,0.4098360655737705
D633,D,0.001,2440,0.4098360655737705
D634,D,0.001,1187,0.8424599831508003
D635,D,0.001,1187,0.8424599831508003
D636,D,0.001,1187,0.8424599831508003
D637,D,0.001,1187,0.8424599831508003
D638,D,0.001,1187,0.8424599831508003
D639,D,0.001,1187,0.8424599831508003
D640,D,0.001,1187,0.8424599831508003
D641,D,0.001,1187,0.8424599831508003
D642,D,0.001,1187,0.8424599831508003
D643,D,0.001,1187,0.8424599831508003
D644,D,0.001,1187,0.8424599831508003
D645,D,0.001,1187,0.8424599831508003
D646,D,0.001,1187,0.8424599831508003
D647,D,0.001,1082,0.9242144177449167
D648,D,0.001,1082,0.9242144177449167
D649,D,0.001,2813,0.35549235691432635
D650,D,0.001,2261,0.44228217602830605
D651,D,0.001,1187,0.8424599831508003
D652,D,0.001,1187,0.8424599831508003
D653,D,0.001,1187,0.8424599831508003
D654,D,0.001,1187,0.8424599831508003
D655,D,0.001,2440,0.4098360655737705
D656,D,0.001,2440,0.4098360655737705
D657,D,0.001,1187,0.8424599831508003
D658,D,0.001,1187,0.8424599831508003
D659,D,0.001,2440,0.4098360655737705
D660,D,0.001,2440,0.4098360655737705
D661,D,0.001,2440,0.4098360655737705
D662,D,0.001,2438,0.4101722723543888
D663,D,0.001,2440,0.4098360655737705
D664,D,0.001,2440,0.4098360655737705
D665,D,0.001,2440,0.4098360655737705
D666,D,0.001,2440,0.4098360655737705
D667,D,0.001,2440,0.4098360655737705
D668,D,0.001,2440,0.4098360655737705
D669,D,0.001,2440,0.4098360655737705
D670,D,0.001,2440,0.4098360655737705
D671,D,0.001,2440,0.4098360655737705
D672,D,0.001,3700,0.27027027027027023
D673,D,0.001,4197,0.23826542768644268
D674,D,0.001,4197,0.23826542768644268
D675,D,0.001,4197,0.23826542768644268
D676,D,0.001,4197,0.23826542768644268
D677,D,0.001,4197,0.23826542768644268
D678,D,0.001,4197,0.23826542768644268
D679,D,0.001,4197,0.23826542768644268
D680,D,0.001,4197,0.23826542768644268
D681,D,0.001,4197,0.23826542768644268
D682,D,0.001,4197,0.23826542768644268
D683,D,0.001,4197,0.23826542768644268
D684,D,0.001,4197,0.23826542768644268
D685,D,0.001,4197,0.23826542768644268
D686,D,0.001,4197,0.23826542768644268
D687,D,0.001,4197,0.23826542768644268
D688,D,0.001,4197,0.23826542768644268
D689,D,0.001,4197,0.23826542768644268
D690,D,0.001,4197,0.23826542768644268
D691,D,0.001,4197,0.23826542768644268
D692,D,0.001,4197,0.23826542768644268
D693,D,0.001,4197,0.23826542768644268
D694,D,0.001,4197,0.23826542768644268
D695,D,0.001,4197,0.23826542768644268
D696,D,0.001,4197,0.23826542768644268
D697,D,0.001,4197,0.23826542768644268
D698,D,0.001,4197,0.23826542768644268
D699,D,0.001,4197,0.23826542768644268
D700,D,0.001,4197,0.23826542768644268
D701,D,0.001,4197,0.23826542768644268
D702,D,0.001,4197,0.23826542768644268
D703,D,0.001,4197,0.23826542768644268
D704,D,0.001,4197,0.23826542768644268
D705,D,0.001,4197,0.23826542768644268
D706,D,0.001,4197,0.23826542768644268
D707,D,0.001,4197,0.23826542768644268
D708,D,0.001,4197,0.23826542768644268
D709,D,0.001,4197,0.23826542768644268
D710,D,0.001,4197,0.23826542768644268
D711,D,0.001,4197,0.23826542768644268
D712,D,0.001,4197,0.23826542768644268
D713,D,0.001,4197,0.23826542768644268
D714,D,0.001,4197,0.23826542768644268
D715,D,0.001,4197,0.23826542768644268
D716,D,0.001,4197,0.23826542768644268
D717,D,0.001,4197,0.23826542768644268
D718,D,0.001,4197,0.23826542768644268
D719,D,0.001,4197,0.23826542768644268
D720,D,0.001,4197,0.23826542768644268
D721,D,0.001,4197,0.23826542768644268
D722,D,0.001,4197,0.23826542768644268
D723,D,0.001,4197,0.23826542768644268
D724,D,0.001,4197,0.23826542768644268
D725,D,0.001,4197,0.23826542768644268
D726,D,0.001,4197,0.23826542768644268
D727,D,0.001,4197,0.23826542768644268
D728,D,0.001,4197,0.23826542768644268
D729,D,0.001,4197,0.23826542768644268
D730,D,0.001,4197,0.23826542768644268
D731,D,0.001,4197,0.23826542768644268
D732,D,0.001,4197,0.23826542768644268
D733,D,0.001,4197,0.23826542768644268
D734,D,0.001,4197,0.23826542768644268
D735,D,0.001,4197,0.23826542768644268
D736,D,0.001,4197,0.23826542768644268
D737,D,0.001,4197,0.23826542768644268
D738,D,0.001,4197,0.23826542768644268
D739,D,0.001,4197,0.23826542768644268
D740,D,0.001,4197,0.23826542768644268
D741,D,0.001,4197,0.23826542768644268
D742,D,0.001,4197,0.23826542768644268
D743,D,0.001,4197,0.23826542768644268
D744,D,0.001,4197,0.23826542768644268
D745,D,0.001,4197,0.23826542768644268
D746,D,0.001,4197,0.23826542768644268
D747,D,0.001,4197,0.23826542768644268
D748,D,0.001,4197,0.23826542768644268
D749,D,0.001,4197,0.23826542768644268
D750,D,0.001,4197,0.23826542768644268
D751,D,0.001,4197,0.23826542768644268
D752,D,0.001,4197,0.23826542768644268
D753,D,0.001,4197,0.23826542768644268
D754,D,0.001,4197,0.23826542768644268
D755,D,0.001,4197,0.23826542768644268
D756,D,0.001,4197,0.23826542768644268
D757,D,0.001,4197,0.23826542768644268
D758,D,0.001,4197,0.23826542768644268
D759,D,0.001,4197,0.23826542768644268
D760,D,0.001,4197,0.23826542768644268
D761,D,0.001,4197,0.23826542768644268
D762,D,0.001,4197,0.23826542768644268
D763,D,0.001,4197,0.23826542768644268
D764,D,0.001,4197,0.23826542768644268
D765,D,0.001,4197,0.23826542768644268
D766,D,0.001,4197,0.23826542768644268
D767,D,0.001,4197,0.23826542768644268
D768,D,0.001,4197,0.23826542768644268
D769,D,0.001,4197,0.23826542768644268
D770,D,0.001,4197,0.23826542768644268
D771,D,0.001,4197,0.23826542768644268
D772,D,0.001,4197,0.23826542768644268
D773,D,0.001,4197,0.23826542768644268
D774,D,0.001,4197,0.23826542768644268
D775,D,0.001,4197,0.23826542768644268
D776,D,0.001,4197,0.23826542768644268
D777,D,0.001,4197,0.23826542768644268
D778,D,0.001,4197,0.23826542768644268
D779,D,0.001,4197,0.23826542768644268
D780,D,0.001,4197,0.23826542768644268
D781,D,0.001,4197,0.23826542768644268
D782,D,0.001,4197,0.23826542768644268
D783,D,0.001,4197,0.23826542768644268
D784,D,0.001,3698,0.2704164413196322
D785,D,0.001,4197,0.23826542768644268
D786,D,0.001,4197,0.23826542768644268
D787,D,0.001,3698,0.2704164413196322
D788,D,0.001,4197,0.23826542768644268
D789,D,0.001,4197,0.23826542768644268
D790,D,0.001,4197,0.23826542768644268
D791,D,0.001,4197,0.23826542768644268
D792,D,0.001,4197,0.23826542768644268
D793,D,0.001,4197,0.23826542768644268
D794,D,0.001,4197,0.23826542768644268
D795,D,0.001,4197,0.23826542768644268
D796,D,0.001,4197,0.23826542768644268
D797,D,0.001,4197,0.23826542768644268
D798,D,0.001,4197,0.23826542768644268
D799,D,0.001,4197,0.23826542768644268
D800,D,0.001,4197,0.23826542768644268
D801,D,0.001,4197,0.23826542768644268
D802,D,0.001,3445,0.29027576197387517
D803,D,0.001,3445,0.29027576197387517
D804,D,0.001,3445,0.29027576197387517
D805,D,0.001,3445,0.29027576197387517
D806,D,0.001,4075,0.24539877300613497
D807,D,0.001,3445,0.29027576197387517
D808,D,0.001,4075,0.24539877300613497
D809,D,0.001,3445,0.29027576197387517
D810,D,0.001,3445,0.29027576197387517
D811,D,0.001,3445,0.29027576197387517
D812,D,0.001,4075,0.24539877300613497
D813,D,0.001,4075,0.24539877300613497
D814,D,0.001,4075,0.24539877300613497
D815,D,0.001,4075,0.24539877300613497
D816,D,0.001,4075,0.24539877300613497
D817,D,0.001,4075,0.24539877300613497
D818,D,0.001,4075,0.24539877300613497
D819,D,0.001,4075,0.24539877300613497
D820,D,0.001,4075,0.24539877300613497
D821,D,0.001,4075,0.24539877300613497
D822,D,0.001,4075,0.24539877300613497
D823,D,0.001,3698,0.2704164413196322
D824,D,0.001,3698,0.2704164413196322
D825,D,0.001,3698,0.2704164413196322
D826,D,0.001,3698,0.2704164413196322
D827,D,0.001,3698,0.2704164413196322
D828,D,0.001,3698,0.2704164413196322
